Cosine,Rh-Rh-Rh,Rh-Rh-C,Rh-Rh-O,Rh-Rh-P,Rh-Rh-H,Rh-Rh-Br,Rh-Rh-F,Rh-Rh-Cl,Rh-Rh-S,Rh-Rh-N,Rh-C-Rh,Rh-C-C,Rh-C-O,Rh-C-P,Rh-C-H,Rh-C-Br,Rh-C-F,Rh-C-Cl,Rh-C-S,Rh-C-N,Rh-O-Rh,Rh-O-C,Rh-O-O,Rh-O-P,Rh-O-H,Rh-O-Br,Rh-O-F,Rh-O-Cl,Rh-O-S,Rh-O-N,Rh-P-Rh,Rh-P-C,Rh-P-O,Rh-P-P,Rh-P-H,Rh-P-Br,Rh-P-F,Rh-P-Cl,Rh-P-S,Rh-P-N,Rh-H-Rh,Rh-H-C,Rh-H-O,Rh-H-P,Rh-H-H,Rh-H-Br,Rh-H-F,Rh-H-Cl,Rh-H-S,Rh-H-N,Rh-Br-Rh,Rh-Br-C,Rh-Br-O,Rh-Br-P,Rh-Br-H,Rh-Br-Br,Rh-Br-F,Rh-Br-Cl,Rh-Br-S,Rh-Br-N,Rh-F-Rh,Rh-F-C,Rh-F-O,Rh-F-P,Rh-F-H,Rh-F-Br,Rh-F-F,Rh-F-Cl,Rh-F-S,Rh-F-N,Rh-Cl-Rh,Rh-Cl-C,Rh-Cl-O,Rh-Cl-P,Rh-Cl-H,Rh-Cl-Br,Rh-Cl-F,Rh-Cl-Cl,Rh-Cl-S,Rh-Cl-N,Rh-S-Rh,Rh-S-C,Rh-S-O,Rh-S-P,Rh-S-H,Rh-S-Br,Rh-S-F,Rh-S-Cl,Rh-S-S,Rh-S-N,Rh-N-Rh,Rh-N-C,Rh-N-O,Rh-N-P,Rh-N-H,Rh-N-Br,Rh-N-F,Rh-N-Cl,Rh-N-S,Rh-N-N
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023459125345519406,5.597905837908499e-16,0.0,0.0278768851372254,0.0,0.0,0.0,0.0,0.0,0.0,0.0006408460841526788,1.3684147701598526e-11,0.0,1.6995967406942693e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0011477929468626275,0.0,0.0,0.003871485559708463,0.0,0.0,0.0,0.0,0.0,0.0,0.006647054574645792,0.004725300801554173,0.0,0.010957627157727174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02512562814070352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024709497332839305,2.8712095751760947e-09,0.0,0.024282780147504443,0.0,0.0,0.0,0.0,0.0,0.0,0.004386178692739861,1.8731327342056112e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018779653716127465,0.0,0.0,0.005751157892555894,0.0,0.0,0.0,0.0,0.0,0.0,0.02462682947650514,0.0014994271341971538,0.0,0.020700936896443763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05025125628140704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017966738509768543,3.434186002404336e-05,0.0,0.005432061706304484,0.0,0.0,0.0,0.0,0.0,0.0,0.004862051950638609,0.0007343144683756354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021097799946701362,0.0,0.0,0.00011785748440679073,0.0,0.0,0.0,0.0,0.0,0.0,0.009474132009322617,0.005607248284900124,0.0,0.00438979359062946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07537688442211056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020771885614183788,0.0018184321083491068,0.0,0.0021062398665586783,0.0,0.0,0.0,0.0,0.0,0.0,0.0010874687852144513,0.002310127269982322,0.0,8.180385004872792e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.196660587573697e-07,0.0,0.0,1.0375921672252957e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.007237510454970921,0.00047307502438286345,0.0,0.001707913143173621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.10050251256281408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017022312674422814,0.0034370417047561554,0.0,0.011206901740176625,0.0,0.0,0.0,0.0,0.0,0.0,6.295503037571893e-06,0.00011814484267809829,0.0,6.033844659068864e-08,0.0,0.0,0.0,0.0,0.0,0.0,9.430538190890338e-12,0.0,0.0,2.31277197735263e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.019853101199303645,2.4080824440823714e-07,0.0,0.001462303509493211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1256281407035176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013267556373798001,0.0004044349966104263,0.0,0.008742705389894198,0.0,0.0,0.0,0.0,0.0,0.0,0.00046882534131352873,2.7647372254793525e-08,0.0,0.00011310667799764969,0.0,0.0,0.0,0.0,0.0,0.0,9.600532443522604e-07,7.969624922129376e-14,0.0,0.0015280940761092494,0.0,0.0,0.0,0.0,0.0,0.0,0.004165777710143225,3.5794825942660504e-13,0.0,0.02294269731359589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.15075376884422112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0166182380099227,4.1134103940399823e-07,0.0,0.017284673637868918,0.0,0.0,0.0,0.0,0.0,0.0,0.001110158362882222,1.57121073797117e-14,0.0,0.001204399620604427,0.0,0.0,0.0,0.0,0.0,0.0,0.00030997862966855106,1.2981530846375436e-07,0.0,0.0012929490367116021,0.0,0.0,0.0,0.0,0.0,0.0,0.015021946322271872,1.2266266619338746e-14,0.0,0.024882292236278667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.17587939698492464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031892580919666055,1.1286151871101418e-12,0.0,0.0552689999374711,0.0,0.0,0.0,0.0,0.0,0.0,0.0025651597326964252,0.0,0.0,0.0013109029603461566,0.0,0.0,0.0,0.0,0.0,0.0,0.0014995825545387614,0.0005228812629148137,0.0,1.253774456603588e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.009242414813094874,2.4187772343713673e-08,0.0,0.004800819838414986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.20100502512562815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01232616974710734,9.445716363328718e-17,0.0,0.034518077600251336,0.0,0.0,0.0,0.0,0.0,0.0,0.01159644739612993,0.0,0.0,0.0007966296692542576,0.0,0.0,0.0,0.0,0.0,0.0,0.0023860932844200333,0.012458622875782591,0.0,9.801903012483112e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.005981568306669169,0.00011521871260609804,0.0,0.002548610308170971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.22613065326633167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008762210736201398,1.4497059570153513e-09,0.0,0.019789837019396225,0.0,0.0,0.0,0.0,0.0,0.0,0.007569449527793348,0.0,0.0,0.00107050881459018,0.0,0.0,0.0,0.0,0.0,0.0,0.0018978839530056305,0.011897396197289878,0.0,0.0032870868013775705,0.0,0.0,0.0,0.0,0.0,0.0,0.014675944775285985,0.002459529219079449,0.0,0.012423168699736893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
