Distance,Rh-Rh,Rh-C,Rh-O,Rh-P,Rh-H,Rh-Br,Rh-F,Rh-Cl,Rh-S,Rh-N,C-Rh,O-Rh,P-Rh,H-Rh,Br-Rh,F-Rh,Cl-Rh,S-Rh,N-Rh
0.0,0.0,0.044642711242496615,0.0024718506988850525,2.0999767599161306e-05,0.03772156481991331,0.0019494380400711928,0.0,0.0,0.0,0.0,0.044642711242496615,0.0024718506988850525,2.0999767599161306e-05,0.03772156481991331,0.0019494380400711928,0.0,0.0,0.0,0.0
0.050505050505050504,0.0,0.10299223928957597,0.0069537329715561305,0.00013603202700019352,0.07712797204034785,0.003245249595458239,0.0,0.0,0.0,0.0,0.10299223928957597,0.0069537329715561305,0.00013603202700019352,0.07712797204034785,0.003245249595458239,0.0,0.0,0.0,0.0
0.10101010101010101,0.0,0.19187728888980649,0.015822536903898104,0.0006872086825039216,0.12934363362423132,0.004208508510805662,0.0,0.0,0.0,0.0,0.19187728888980649,0.015822536903898104,0.0006872086825039216,0.12934363362423132,0.004208508510805662,0.0,0.0,0.0,0.0
0.15151515151515152,0.0,0.29059583653356125,0.029387735050875954,0.002708019187917498,0.1826048803539823,0.004251725030248539,0.0,0.0,0.0,0.0,0.29059583653356125,0.029387735050875954,0.002708019187917498,0.1826048803539823,0.004251725030248539,0.0,0.0,0.0,0.0
0.20202020202020202,0.0,0.3604381281045928,0.044863639209145253,0.008325582927326632,0.22399183183251953,0.0033462593188552056,0.0,0.0,0.0,0.0,0.3604381281045928,0.044863639209145253,0.008325582927326632,0.22399183183251953,0.0033462593188552056,0.0,0.0,0.0,0.0
0.25252525252525254,0.0,0.3702375008585369,0.05643697942162644,0.019973262283296447,0.24487419361852333,0.0020516216022496776,0.0,0.0,0.0,0.0,0.3702375008585369,0.05643697942162644,0.019973262283296447,0.24487419361852333,0.0020516216022496776,0.0,0.0,0.0,0.0
0.30303030303030304,0.0,0.3225167169272357,0.0583441184021641,0.03739488085626797,0.23968226866499157,0.0009798273580911095,0.0,0.0,0.0,0.0,0.3225167169272357,0.0583441184021641,0.03739488085626797,0.23968226866499157,0.0009798273580911095,0.0,0.0,0.0,0.0
0.35353535353535354,0.0,0.25140868335329636,0.04922534191367749,0.05464440952374386,0.2064244199497822,0.000364480515615425,0.0,0.0,0.0,0.0,0.25140868335329636,0.04922534191367749,0.05464440952374386,0.2064244199497822,0.000364480515615425,0.0,0.0,0.0,0.0
0.40404040404040403,0.0,0.19201346004205888,0.03359429785849068,0.06232676564668444,0.15322280344928704,0.0001055885956224712,0.0,0.0,0.0,0.0,0.19201346004205888,0.03359429785849068,0.06232676564668444,0.15322280344928704,0.0001055885956224712,0.0,0.0,0.0,0.0
0.45454545454545453,0.0,0.15380676742255478,0.018382295830388275,0.05548889360523606,0.0992902366385145,2.3818383847009958e-05,0.0,0.0,0.0,0.0,0.15380676742255478,0.018382295830388275,0.05548889360523606,0.0992902366385145,2.3818383847009958e-05,0.0,0.0,0.0,0.0
0.5050505050505051,0.0,0.12433614368446425,0.008004669390581783,0.03855935961364301,0.06332738454861807,4.182978560096069e-06,0.0,0.0,0.0,0.0,0.12433614368446425,0.008004669390581783,0.03855935961364301,0.06332738454861807,4.182978560096069e-06,0.0,0.0,0.0,0.0
0.5555555555555556,0.0,0.09179884996045677,0.002757949884836878,0.020913081434971555,0.050520333281571586,5.718145735350462e-07,0.0,0.0,0.0,0.0,0.09179884996045677,0.002757949884836878,0.020913081434971555,0.050520333281571586,5.718145735350462e-07,0.0,0.0,0.0,0.0
0.6060606060606061,0.0,0.057460264163592775,0.000748669964882428,0.008851689323989602,0.05119274360450103,6.083222426328411e-08,0.0,0.0,0.0,0.0,0.057460264163592775,0.000748669964882428,0.008851689323989602,0.05119274360450103,6.083222426328411e-08,0.0,0.0,0.0,0.0
0.6565656565656566,0.0,0.029405339036355446,0.0001596399785524547,0.0029234390075321753,0.05093566945641992,5.035354080184649e-09,0.0,0.0,0.0,0.0,0.029405339036355446,0.0001596399785524547,0.0029234390075321753,0.05093566945641992,5.035354080184649e-09,0.0,0.0,0.0,0.0
0.7070707070707071,0.0,0.012110108053217028,2.6680977061785566e-05,0.0007532641893100836,0.042232413471091225,3.2422841248747616e-10,0.0,0.0,0.0,0.0,0.012110108053217028,2.6680977061785566e-05,0.0007532641893100836,0.042232413471091225,3.2422841248747616e-10,0.0,0.0,0.0,0.0
0.7575757575757576,0.0,0.003982553014361058,3.489698163719229e-06,0.000151390726147019,0.02773150083640867,1.6236902806834796e-11,0.0,0.0,0.0,0.0,0.003982553014361058,3.489698163719229e-06,0.000151390726147019,0.02773150083640867,1.6236902806834796e-11,0.0,0.0,0.0,0.0
0.8080808080808081,0.0,0.001040651350634538,3.5676862661417213e-07,2.372753725833304e-05,0.014239954430565834,6.322561720953915e-13,0.0,0.0,0.0,0.0,0.001040651350634538,3.5676862661417213e-07,2.372753725833304e-05,0.014239954430565834,6.322561720953915e-13,0.0,0.0,0.0,0.0
0.8585858585858586,0.0,0.000215206593979793,2.848365883318013e-08,2.899357749584725e-06,0.005700636689105743,1.9141203151773e-14,0.0,0.0,0.0,0.0,0.000215206593979793,2.848365883318013e-08,2.899357749584725e-06,0.005700636689105743,1.9141203151773e-14,0.0,0.0,0.0,0.0
0.9090909090909091,0.0,3.5101064749687655e-05,1.7745418689968636e-09,2.761433361300067e-07,0.00177772112830516,4.468836136830856e-16,0.0,0.0,0.0,0.0,3.5101064749687655e-05,1.7745418689968636e-09,2.761433361300067e-07,0.00177772112830516,4.468836136830856e-16,0.0,0.0,0.0,0.0
0.9595959595959596,0.0,4.5019876267891375e-06,8.621422276268358e-11,2.0494358865862092e-08,0.0004317133817415669,1.121883548995194e-17,0.0,0.0,0.0,0.0,4.5019876267891375e-06,8.621422276268358e-11,2.0494358865862092e-08,0.0004317133817415669,1.121883548995194e-17,0.0,0.0,0.0,0.0
1.0101010101010102,0.0,4.529067626499078e-07,3.2645838976684348e-12,1.1849004659477255e-09,8.162627717792301e-05,0.0,0.0,0.0,0.0,0.0,4.529067626499078e-07,3.2645838976684348e-12,1.1849004659477255e-09,8.162627717792301e-05,0.0,0.0,0.0,0.0,0.0
1.0606060606060606,0.0,3.5663519745105896e-08,9.630996306940742e-14,5.3352742809435044e-11,1.201387573556427e-05,0.0,0.0,0.0,0.0,0.0,3.5663519745105896e-08,9.630996306940742e-14,5.3352742809435044e-11,1.201387573556427e-05,0.0,0.0,0.0,0.0,0.0
1.1111111111111112,0.0,2.194379974191494e-09,2.19889175603058e-15,1.8704341697794274e-12,1.3761572503224387e-06,0.0,0.0,0.0,0.0,0.0,2.194379974191494e-09,2.19889175603058e-15,1.8704341697794274e-12,1.3761572503224387e-06,0.0,0.0,0.0,0.0,0.0
1.1616161616161615,0.0,1.0536087078928104e-10,4.487534195980776e-17,5.103822225562136e-14,1.226575799626945e-07,0.0,0.0,0.0,0.0,0.0,1.0536087078928104e-10,4.487534195980776e-17,5.103822225562136e-14,1.226575799626945e-07,0.0,0.0,0.0,0.0,0.0
1.2121212121212122,0.0,3.943256131797587e-12,0.0,1.0770082070353862e-15,8.504903570537297e-09,0.0,0.0,0.0,0.0,0.0,3.943256131797587e-12,0.0,1.0770082070353862e-15,8.504903570537297e-09,0.0,0.0,0.0,0.0,0.0
1.2626262626262625,0.0,1.1491079231174773e-13,0.0,2.991689463987184e-17,4.586690153237274e-10,0.0,0.0,0.0,0.0,0.0,1.1491079231174773e-13,0.0,2.991689463987184e-17,4.586690153237274e-10,0.0,0.0,0.0,0.0,0.0
1.3131313131313131,0.0,2.60276983366885e-15,0.0,0.0,1.9234917824232398e-11,0.0,0.0,0.0,0.0,0.0,2.60276983366885e-15,0.0,0.0,1.9234917824232398e-11,0.0,0.0,0.0,0.0,0.0
1.3636363636363635,0.0,5.983378927974368e-17,0.0,0.0,6.271478623356334e-13,0.0,0.0,0.0,0.0,0.0,5.983378927974368e-17,0.0,0.0,6.271478623356334e-13,0.0,0.0,0.0,0.0,0.0
1.4141414141414141,0.0,0.0,0.0,0.0,1.5885871053771947e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5885871053771947e-14,0.0,0.0,0.0,0.0,0.0
1.4646464646464645,0.0,0.0,0.0,0.0,3.2908584103859026e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2908584103859026e-16,0.0,0.0,0.0,0.0,0.0
1.5151515151515151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5656565656565655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.6161616161616161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7171717171717171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7676767676767677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.8181818181818181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.8686868686868687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.9191919191919191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.9696969696969697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0202020202020203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0707070707070705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.121212121212121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.1717171717171717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.2222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.2727272727272725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.323232323232323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.3737373737373737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.4242424242424243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.474747474747475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.525252525252525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.5757575757575757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.6262626262626263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.676767676767677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7777777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.8282828282828283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.878787878787879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.929292929292929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.9797979797979797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0303030303030303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.080808080808081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.131313131313131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.1818181818181817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.2323232323232323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.282828282828283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.3838383838383836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.4343434343434343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.484848484848485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.5353535353535355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.5858585858585856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.6363636363636362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.686868686868687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.7373737373737375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.7878787878787876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.8383838383838382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.9393939393939394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.9898989898989896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.040404040404041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.141414141414141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.191919191919192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.242424242424242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
